datetime,open,high,low,close,tickvol
2026-01-22 15:00:00,13221.1,13221.6,13193.1,13212.25,5599
2026-01-22 16:00:00,13212.1,13301.1,13212.1,13255.95,10823
2026-01-22 17:00:00,13256.1,13272.1,13229.65,13250.55,12587
2026-01-22 18:00:00,13250.6,13264.6,13222.55,13226.95,11088
2026-01-22 19:00:00,13226.65,13241.85,13222.15,13236.75,5723
2026-01-22 20:00:00,13236.65,13236.7,13236.65,13236.7,2
2026-01-23 09:00:00,13203.4,13206.65,13177.5,13206.1,1995
2026-01-23 10:00:00,13207.1,13216.1,13165.8,13174.5,8827
2026-01-23 11:00:00,13174.1,13210.7,13174.1,13181.55,6483
2026-01-23 12:00:00,13181.1,13181.4,13138.6,13156.35,6153
2026-01-23 13:00:00,13156.1,13168.1,13148.75,13153.75,5353
2026-01-23 14:00:00,13154.1,13168.4,13137.6,13145.35,5221
2026-01-23 15:00:00,13145.1,13152.1,13132.1,13135.3,5254
2026-01-23 16:00:00,13135.1,13137.1,13099.65,13123.1,8960
2026-01-23 17:00:00,13121.95,13133.3,13111.1,13131.4,8660
2026-01-23 18:00:00,13131.1,13163.15,13119.1,13147.35,9640
2026-01-23 19:00:00,13147.65,13154.65,13116.35,13119.65,8430
2026-01-23 20:00:00,13119.8,13119.8,13119.8,13119.8,1
2026-01-26 09:00:00,13118.15,13125.8,13101.6,13112.15,2704
2026-01-26 10:00:00,13112.65,13131.15,13081.6,13086.8,10562
2026-01-26 11:00:00,13087.1,13091.1,13058.1,13074.2,8174
2026-01-26 12:00:00,13074.1,13112.2,13071.05,13094.9,8528
2026-01-26 13:00:00,13095.1,13125.4,13095.0,13111.7,5739
2026-01-26 14:00:00,13111.6,13127.1,13104.6,13111.8,4583
2026-01-26 15:00:00,13111.6,13123.1,13106.6,13120.8,5650
2026-01-26 16:00:00,13120.1,13157.1,13115.9,13153.6,8960
2026-01-26 17:00:00,13153.65,13165.2,13138.95,13152.1,8592
2026-01-26 18:00:00,13152.25,13155.65,13119.65,13130.8,9757
2026-01-26 19:00:00,13130.65,13150.4,13125.95,13144.4,4957
2026-01-26 20:00:00,13144.65,13144.65,13144.65,13144.65,1
2026-01-27 09:00:00,13183.35,13209.65,13170.65,13177.15,2412
2026-01-27 10:00:00,13176.65,13215.3,13164.85,13212.1,10291
2026-01-27 11:00:00,13212.45,13214.1,13178.1,13191.2,7063
2026-01-27 12:00:00,13191.1,13229.6,13189.05,13217.45,5044
2026-01-27 13:00:00,13217.1,13222.55,13203.1,13206.85,5066
2026-01-27 14:00:00,13207.1,13217.5,13202.55,13212.9,4817
2026-01-27 15:00:00,13213.1,13226.1,13207.2,13207.25,5740
2026-01-27 16:00:00,13207.1,13221.1,13197.0,13208.1,9041
2026-01-27 17:00:00,13208.3,13227.4,13171.05,13223.6,10258
2026-01-27 18:00:00,13223.8,13227.1,13199.0,13199.0,9889
2026-01-27 19:00:00,13199.15,13212.65,13190.15,13190.38,4486
2026-01-28 09:00:00,13193.2,13194.7,13142.6,13154.1,3458
2026-01-28 10:00:00,13155.25,13155.45,13091.1,13100.85,12031
2026-01-28 11:00:00,13101.1,13104.3,13074.1,13075.35,7313
2026-01-28 12:00:00,13075.1,13076.35,13051.6,13064.05,8702
2026-01-28 13:00:00,13064.1,13068.65,13036.5,13041.6,8388
2026-01-28 14:00:00,13041.55,13045.65,13014.6,13015.1,11360
2026-01-28 15:00:00,13015.3,13030.4,13004.1,13009.5,8061
2026-01-28 16:00:00,13009.1,13051.1,13003.1,13031.6,13354
2026-01-28 17:00:00,13031.1,13073.6,13027.85,13027.95,12519
2026-01-28 18:00:00,13028.1,13039.7,12972.95,12974.9,11488
2026-01-28 19:00:00,12974.85,12990.65,12943.6,12957.65,6335
2026-01-28 20:00:00,12957.72,12957.72,12957.72,12957.72,1
2026-01-29 09:00:00,12996.15,13009.15,12986.35,13004.4,2965
2026-01-29 10:00:00,13005.2,13079.3,12984.05,13045.35,13248
2026-01-29 11:00:00,13045.1,13083.55,13044.55,13070.65,8162
2026-01-29 12:00:00,13070.1,13099.6,13055.1,13058.15,8458
2026-01-29 13:00:00,13058.1,13082.1,13052.1,13077.7,7870
2026-01-29 14:00:00,13077.6,13124.5,13076.6,13117.15,6748
2026-01-29 15:00:00,13117.1,13189.1,13110.05,13188.15,7946
2026-01-29 16:00:00,13188.1,13198.5,13134.85,13136.1,13561
2026-01-29 17:00:00,13137.9,13152.1,13104.73,13144.1,16634
2026-01-29 18:00:00,13143.85,13176.6,13125.55,13145.5,18112
2026-01-29 19:00:00,13145.65,13199.65,13144.65,13178.2,10448
2026-01-29 20:00:00,13178.23,13178.23,13178.23,13178.23,1
2026-01-30 09:00:00,13191.15,13197.3,13169.15,13172.0,3497
2026-01-30 10:00:00,13172.15,13189.15,13153.1,13178.55,11442
2026-01-30 11:00:00,13178.6,13182.1,13152.95,13159.85,8796
2026-01-30 12:00:00,13160.1,13182.6,13151.1,13176.1,8399
2026-01-30 13:00:00,13176.1,13207.15,13172.5,13205.6,8085
2026-01-30 14:00:00,13205.7,13229.35,13205.1,13228.25,6995
2026-01-30 15:00:00,13228.1,13239.1,13216.4,13218.4,8742
2026-01-30 16:00:00,13218.1,13234.4,13181.6,13186.0,12967
2026-01-30 17:00:00,13186.1,13195.6,13176.1,13184.25,15881
2026-01-30 18:00:00,13184.1,13205.15,13162.6,13178.3,18751
2026-01-30 19:00:00,13178.15,13197.65,13157.5,13172.65,16747
2026-01-30 20:00:00,13172.8,13172.8,13172.7,13172.73,3
2026-02-02 09:00:00,13129.55,13174.95,13094.9,13173.65,4390
2026-02-02 10:00:00,13177.0,13251.1,13159.1,13248.6,15505
2026-02-02 11:00:00,13248.95,13260.25,13212.6,13260.0,12872
2026-02-02 12:00:00,13260.1,13299.7,13254.05,13293.25,9213
2026-02-02 13:00:00,13293.1,13334.6,13288.1,13329.6,8870
2026-02-02 14:00:00,13329.5,13351.2,13326.9,13349.2,8741
2026-02-02 15:00:00,13349.1,13370.65,13336.4,13369.5,10078
2026-02-02 16:00:00,13369.6,13394.55,13366.6,13385.1,12899
2026-02-02 17:00:00,13385.6,13412.65,13380.9,13398.9,15134
2026-02-02 18:00:00,13399.1,13433.65,13391.9,13433.15,13309
2026-02-02 19:00:00,13432.65,13446.15,13431.15,13437.52,5733
2026-02-03 09:00:00,13472.65,13493.15,13458.66,13482.85,2767
2026-02-03 10:00:00,13489.1,13497.1,13450.95,13460.25,12901
2026-02-03 11:00:00,13460.1,13467.2,13404.4,13412.0,11134
2026-02-03 12:00:00,13412.1,13432.65,13406.5,13410.6,9208
2026-02-03 13:00:00,13410.2,13416.6,13391.6,13401.2,9945
2026-02-03 14:00:00,13401.1,13404.4,13362.1,13364.4,9089
2026-02-03 15:00:00,13364.6,13377.3,13334.6,13338.1,9739
2026-02-03 16:00:00,13337.6,13380.6,13308.6,13377.4,16057
2026-02-03 17:00:00,13377.1,13405.1,13369.1,13376.0,16130
2026-02-03 18:00:00,13376.1,13378.15,13349.15,13353.65,16189
2026-02-03 19:00:00,13353.5,13357.15,13301.65,13307.94,11393
2026-02-04 09:00:00,13363.85,13368.15,13316.15,13345.05,2889
2026-02-04 10:00:00,13345.1,13393.4,13293.55,13349.1,16081
2026-02-04 11:00:00,13348.7,13360.1,13308.8,13352.8,15491
2026-02-04 12:00:00,13353.1,13428.15,13352.9,13425.5,11874
2026-02-04 13:00:00,13425.6,13502.1,13414.5,13491.85,12318
2026-02-04 14:00:00,13492.1,13497.6,13463.1,13476.1,8857
2026-02-04 15:00:00,13475.8,13511.1,13464.95,13507.15,8516
2026-02-04 16:00:00,13507.1,13577.6,13501.6,13562.55,14737
2026-02-04 17:00:00,13562.1,13590.4,13547.9,13561.1,19200
2026-02-04 18:00:00,13561.2,13566.1,13456.65,13471.75,17652
2026-02-04 19:00:00,13471.65,13483.65,13416.55,13452.97,14228
2026-02-05 09:00:00,13489.6,13499.65,13458.15,13482.0,3766
2026-02-05 10:00:00,13488.55,13512.6,13424.9,13432.1,15707
2026-02-05 11:00:00,13432.25,13470.5,13424.6,13453.55,11537
2026-02-05 12:00:00,13453.1,13476.1,13446.1,13474.1,8354
2026-02-05 13:00:00,13473.6,13478.55,13437.1,13454.6,7732
2026-02-05 14:00:00,13457.5,13473.6,13429.65,13439.25,11744
2026-02-05 15:00:00,13440.4,13464.15,13395.7,13406.1,9742
2026-02-05 16:00:00,13406.15,13446.6,13370.6,13421.1,19112
2026-02-05 17:00:00,13423.1,13446.15,13383.45,13427.1,21624
2026-02-05 18:00:00,13426.55,13471.15,13422.7,13465.2,20025
2026-02-05 19:00:00,13465.65,13478.3,13433.15,13458.22,13860
2026-02-06 09:00:00,13438.45,13446.8,13418.65,13438.75,3295
2026-02-06 10:00:00,13439.3,13439.3,13346.85,13374.1,16318
2026-02-06 11:00:00,13373.9,13410.6,13364.4,13366.1,14419
2026-02-06 12:00:00,13366.05,13418.1,13365.6,13411.55,11291
2026-02-06 13:00:00,13411.6,13448.6,13405.65,13444.05,8513
2026-02-06 14:00:00,13444.1,13452.1,13423.4,13425.1,9925
2026-02-06 15:00:00,13425.25,13438.6,13417.6,13421.45,9130
2026-02-06 16:00:00,13421.1,13512.6,13419.6,13479.1,16137
2026-02-06 17:00:00,13477.9,13512.6,13471.6,13510.4,20563
2026-02-06 18:00:00,13510.6,13525.1,13500.1,13518.0,14329
2026-02-06 19:00:00,13516.65,13548.65,13515.65,13541.79,8803
2026-02-09 09:00:00,13560.15,13566.65,13515.0,13525.9,4422
2026-02-09 10:00:00,13525.25,13544.1,13494.1,13519.7,11604
2026-02-09 11:00:00,13519.6,13524.55,13500.85,13507.55,7618
2026-02-09 12:00:00,13508.1,13514.3,13476.1,13505.55,8313
2026-02-09 13:00:00,13506.1,13509.4,13493.5,13502.45,6900
2026-02-09 14:00:00,13502.1,13529.35,13498.0,13527.45,6849
2026-02-09 15:00:00,13527.1,13534.1,13500.1,13514.5,7479
2026-02-09 16:00:00,13514.6,13524.5,13474.1,13491.1,13889
2026-02-09 17:00:00,13486.8,13511.1,13479.55,13496.7,11059
2026-02-09 18:00:00,13496.6,13531.15,13496.6,13515.3,8553
2026-02-09 19:00:00,13515.15,13519.65,13492.3,13494.85,5849
2026-02-09 20:00:00,13494.64,13494.64,13494.64,13494.64,1
2026-02-10 09:00:00,13489.65,13553.0,13484.7,13544.5,2952
2026-02-10 10:00:00,13545.1,13569.4,13503.1,13531.7,11399
2026-02-10 11:00:00,13532.6,13549.1,13529.6,13541.85,7166
2026-02-10 12:00:00,13542.1,13550.1,13526.7,13528.3,7173
2026-02-10 13:00:00,13528.1,13548.6,13522.8,13536.45,6311
2026-02-10 14:00:00,13536.1,13542.1,13503.7,13514.45,6973
2026-02-10 15:00:00,13514.6,13516.1,13488.6,13505.0,7728
2026-02-10 16:00:00,13505.1,13533.6,13502.1,13517.7,13538
2026-02-10 17:00:00,13518.6,13540.1,13505.1,13507.6,13325
2026-02-10 18:00:00,13507.6,13528.15,13499.8,13525.4,11617
2026-02-10 19:00:00,13525.65,13542.15,13515.1,13538.5,6764
2026-02-10 20:00:00,13538.19,13538.19,13538.19,13538.19,1
2026-02-11 09:00:00,13519.85,13537.15,13515.55,13533.65,2260
2026-02-11 10:00:00,13531.2,13539.2,13456.5,13494.0,12924
2026-02-11 11:00:00,13494.1,13527.2,13490.85,13500.8,9822
2026-02-11 12:00:00,13501.6,13524.1,13485.1,13523.6,9175
2026-02-11 13:00:00,13523.6,13559.75,13520.6,13521.6,8989
2026-02-11 14:00:00,13521.2,13534.45,13519.0,13526.85,8738
2026-02-11 15:00:00,13527.6,13572.25,13510.1,13531.15,11935
2026-02-11 16:00:00,13531.1,13552.6,13511.6,13537.1,14885
2026-02-11 17:00:00,13536.5,13561.6,13518.85,13561.45,18611
2026-02-11 18:00:00,13561.6,13579.1,13535.6,13540.4,15431
2026-02-11 19:00:00,13540.65,13566.7,13537.65,13557.9,9168
2026-02-11 20:00:00,13558.15,13558.15,13557.59,13557.59,2
2026-02-12 09:00:00,13570.65,13618.35,13570.4,13600.35,3166
2026-02-12 10:00:00,13599.75,13609.1,13553.6,13569.35,13735
