<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.12.22	10:28:00	1580.78	1580.79	1580.78	1580.79	2	0	90
2025.12.22	10:29:00	1580.79	1580.81	1580.79	1580.81	2	0	90
2025.12.22	10:30:00	1580.83	1580.83	1580.82	1580.82	2	0	90
2025.12.22	10:31:00	1580.82	1580.82	1580.69	1580.69	2	0	90
2025.12.22	10:32:00	1580.56	1580.56	1580.56	1580.56	1	0	90
2025.12.22	10:33:00	1580.56	1580.56	1579.93	1580.05	6	0	90
2025.12.22	10:34:00	1580.05	1580.05	1579.90	1579.90	2	0	90
2025.12.22	10:35:00	1579.90	1579.90	1579.40	1579.53	3	0	90
2025.12.22	10:36:00	1579.52	1579.52	1579.52	1579.52	1	0	90
2025.12.22	10:38:00	1579.49	1579.51	1579.49	1579.51	3	0	90
2025.12.22	10:39:00	1579.52	1579.52	1579.52	1579.52	1	0	90
2025.12.22	10:40:00	1579.54	1579.59	1579.54	1579.59	3	0	90
2025.12.22	10:41:00	1579.60	1579.60	1579.60	1579.60	1	0	90
2025.12.22	10:42:00	1579.62	1579.62	1579.62	1579.62	1	0	90
2025.12.22	10:43:00	1579.62	1579.62	1579.49	1579.61	3	0	90
2025.12.22	10:44:00	1579.57	1579.57	1579.55	1579.55	3	0	90
2025.12.22	10:45:00	1579.54	1579.54	1579.41	1579.53	3	0	90
2025.12.22	10:46:00	1579.50	1579.50	1579.50	1579.50	1	0	90
2025.12.22	10:48:00	1579.36	1579.46	1579.36	1579.46	2	0	90
2025.12.22	10:49:00	1579.34	1579.34	1579.08	1579.20	4	0	90
2025.12.22	10:50:00	1579.20	1579.20	1579.20	1579.20	1	0	90
2025.12.22	10:52:00	1579.18	1579.18	1579.18	1579.18	1	0	90
2025.12.22	10:53:00	1579.18	1579.18	1579.18	1579.18	1	0	90
2025.12.22	10:54:00	1579.19	1579.20	1579.19	1579.19	3	0	90
2025.12.22	10:55:00	1579.20	1579.20	1579.20	1579.20	1	0	90
2025.12.22	10:56:00	1579.23	1579.23	1579.23	1579.23	1	0	90
2025.12.22	10:57:00	1579.24	1579.24	1579.24	1579.24	1	0	90
2025.12.22	10:58:00	1579.24	1579.24	1579.12	1579.12	2	0	90
2025.12.22	10:59:00	1579.11	1579.11	1579.10	1579.10	2	0	90
2025.12.22	11:00:00	1579.10	1579.10	1578.83	1578.96	5	0	90
2025.12.22	11:01:00	1578.95	1578.95	1578.69	1578.69	3	0	90
2025.12.22	11:02:00	1578.68	1578.68	1578.67	1578.67	2	0	90
2025.12.22	11:03:00	1578.68	1578.68	1578.68	1578.68	1	0	90
2025.12.22	11:04:00	1578.69	1578.69	1578.69	1578.69	1	0	90
2025.12.22	11:05:00	1578.69	1578.69	1578.69	1578.69	1	0	90
2025.12.22	11:06:00	1578.70	1578.70	1578.57	1578.57	2	0	90
2025.12.22	11:08:00	1578.68	1578.68	1578.54	1578.66	3	0	90
2025.12.22	11:09:00	1578.53	1578.64	1578.53	1578.64	2	0	90
2025.12.22	11:10:00	1578.63	1578.63	1578.50	1578.63	3	0	90
2025.12.22	11:11:00	1578.62	1578.63	1578.62	1578.63	2	0	90
2025.12.22	11:12:00	1578.63	1578.63	1578.63	1578.63	1	0	90
2025.12.22	11:13:00	1578.64	1578.64	1578.64	1578.64	1	0	90
2025.12.22	11:14:00	1578.64	1578.64	1578.52	1578.64	3	0	90
2025.12.22	11:16:00	1578.55	1578.55	1578.55	1578.55	1	0	90
2025.12.22	11:17:00	1578.43	1578.43	1578.43	1578.43	1	0	90
2025.12.22	11:18:00	1578.42	1578.42	1578.41	1578.41	2	0	90
2025.12.22	11:19:00	1578.53	1578.53	1578.40	1578.53	3	0	90
2025.12.22	11:20:00	1578.53	1578.53	1578.53	1578.53	1	0	90
2025.12.22	11:22:00	1578.54	1578.54	1578.54	1578.54	1	0	90
2025.12.22	11:23:00	1578.55	1578.55	1578.55	1578.55	1	0	90
2025.12.22	11:24:00	1578.56	1578.56	1578.56	1578.56	1	0	90
2025.12.22	11:25:00	1578.57	1578.57	1578.57	1578.57	1	0	90
2025.12.22	11:26:00	1578.57	1578.58	1578.57	1578.58	2	0	90
2025.12.22	11:27:00	1578.58	1578.60	1578.58	1578.60	3	0	90
2025.12.22	11:28:00	1578.63	1578.63	1578.63	1578.63	1	0	90
2025.12.22	11:29:00	1578.64	1578.66	1578.64	1578.66	3	0	90
2025.12.22	11:30:00	1578.54	1578.54	1578.41	1578.41	2	0	90
2025.12.22	11:31:00	1578.41	1578.41	1578.41	1578.41	1	0	90
2025.12.22	11:32:00	1578.42	1578.80	1578.42	1578.80	4	0	90
2025.12.22	11:33:00	1578.93	1578.95	1578.93	1578.95	3	0	90
2025.12.22	11:34:00	1578.95	1578.95	1578.83	1578.84	3	0	90
2025.12.22	11:35:00	1578.97	1578.99	1578.97	1578.99	3	0	90
2025.12.22	11:36:00	1579.12	1579.12	1579.12	1579.12	1	0	90
2025.12.22	11:37:00	1579.18	1579.18	1579.18	1579.18	1	0	90
2025.12.22	11:38:00	1579.19	1579.19	1579.19	1579.19	1	0	90
2025.12.22	11:39:00	1579.18	1579.18	1579.05	1579.05	2	0	90
2025.12.22	11:40:00	1579.05	1579.16	1579.04	1579.16	3	0	90
2025.12.22	11:41:00	1579.16	1579.16	1579.03	1579.03	2	0	90
2025.12.22	11:42:00	1579.02	1579.02	1578.75	1578.75	5	0	90
2025.12.22	11:43:00	1578.75	1578.75	1578.48	1578.48	5	0	90
2025.12.22	11:44:00	1578.42	1578.42	1578.41	1578.41	2	0	90
2025.12.22	11:45:00	1578.41	1578.41	1578.39	1578.39	3	0	90
2025.12.22	11:47:00	1578.35	1578.35	1578.35	1578.35	1	0	90
2025.12.22	11:48:00	1578.34	1578.34	1578.33	1578.33	2	0	90
2025.12.22	11:49:00	1578.31	1578.31	1578.31	1578.31	1	0	90
2025.12.22	11:50:00	1578.29	1578.29	1578.29	1578.29	1	0	90
2025.12.22	11:51:00	1578.29	1578.29	1578.28	1578.28	2	0	90
2025.12.22	11:52:00	1578.28	1578.28	1578.28	1578.28	1	0	90
2025.12.22	11:53:00	1578.27	1578.27	1578.26	1578.26	2	0	90
2025.12.22	11:54:00	1578.26	1578.26	1578.22	1578.22	4	0	90
2025.12.22	11:55:00	1578.22	1578.22	1578.19	1578.19	4	0	90
2025.12.22	11:56:00	1578.19	1578.19	1578.18	1578.18	2	0	90
2025.12.22	11:57:00	1578.18	1578.18	1578.18	1578.18	1	0	90
2025.12.22	11:58:00	1578.18	1578.18	1578.18	1578.18	1	0	90
2025.12.22	11:59:00	1578.18	1578.19	1578.18	1578.19	2	0	90
2025.12.22	12:00:00	1578.19	1578.20	1578.19	1578.20	2	0	90
2025.12.22	12:01:00	1578.19	1578.19	1578.18	1578.18	2	0	90
2025.12.22	12:02:00	1577.56	1577.56	1577.56	1577.56	1	0	90
2025.12.22	12:03:00	1577.56	1577.69	1577.56	1577.69	2	0	90
2025.12.22	12:04:00	1577.69	1577.69	1577.56	1577.57	3	0	90
2025.12.22	12:05:00	1577.57	1577.58	1577.57	1577.58	2	0	90
2025.12.22	12:06:00	1577.58	1577.71	1577.58	1577.71	3	0	90
2025.12.22	12:07:00	1577.72	1577.72	1577.72	1577.72	1	0	90
2025.12.22	12:08:00	1577.73	1577.74	1577.73	1577.74	2	0	90
2025.12.22	12:09:00	1577.74	1577.86	1577.74	1577.86	2	0	90
2025.12.22	12:10:00	1577.86	1577.86	1577.86	1577.86	1	0	90
2025.12.22	12:11:00	1577.87	1578.12	1577.87	1578.12	3	0	90
2025.12.22	12:12:00	1578.12	1578.12	1578.12	1578.12	1	0	90
2025.12.22	12:13:00	1578.13	1578.14	1578.13	1578.14	2	0	90
2025.12.22	12:14:00	1578.16	1578.29	1578.16	1578.29	3	0	90
2025.12.22	12:15:00	1578.30	1578.31	1578.06	1578.06	4	0	90
2025.12.22	12:16:00	1578.08	1578.08	1578.08	1578.08	1	0	90
2025.12.22	12:17:00	1578.12	1578.12	1578.12	1578.12	1	0	90
2025.12.22	12:19:00	1578.15	1578.16	1578.15	1578.16	2	0	90
2025.12.22	12:20:00	1578.18	1578.18	1577.56	1577.94	3	0	90
2025.12.22	12:21:00	1577.94	1577.94	1577.70	1577.71	4	0	90
2025.12.22	12:24:00	1577.76	1577.78	1577.76	1577.78	3	0	90
2025.12.22	12:25:00	1577.79	1577.81	1577.79	1577.81	3	0	90
2025.12.22	12:26:00	1577.81	1577.84	1577.81	1577.84	3	0	90
2025.12.22	12:27:00	1577.84	1577.88	1577.84	1577.88	5	0	90
2025.12.22	12:28:00	1578.13	1578.17	1578.13	1578.17	5	0	90
2025.12.22	12:29:00	1578.18	1578.22	1578.18	1578.22	3	0	90
2025.12.22	12:30:00	1578.38	1578.38	1578.38	1578.38	1	0	90
2025.12.22	12:31:00	1578.39	1578.64	1578.39	1578.64	2	0	90
2025.12.22	12:32:00	1578.67	1578.95	1578.67	1578.95	6	0	90
2025.12.22	12:33:00	1578.83	1578.86	1578.83	1578.86	2	0	90
2025.12.22	12:34:00	1578.86	1578.86	1578.86	1578.86	1	0	90
2025.12.22	12:35:00	1578.89	1579.03	1578.89	1579.03	2	0	90
2025.12.22	12:36:00	1579.04	1579.31	1579.04	1579.31	3	0	90
2025.12.22	12:38:00	1579.38	1579.38	1579.38	1579.38	1	0	90
2025.12.22	12:39:00	1579.38	1579.41	1579.38	1579.41	3	0	90
2025.12.22	12:40:00	1579.41	1579.42	1579.41	1579.42	2	0	90
2025.12.22	12:41:00	1579.43	1579.43	1579.43	1579.43	1	0	90
2025.12.22	12:42:00	1579.43	1579.56	1579.43	1579.44	4	0	90
2025.12.22	12:43:00	1579.44	1579.45	1579.44	1579.45	2	0	90
2025.12.22	12:44:00	1579.45	1579.58	1579.45	1579.46	3	0	90
2025.12.22	12:45:00	1579.46	1579.46	1579.46	1579.46	1	0	90
2025.12.22	12:46:00	1579.59	1579.71	1579.59	1579.71	2	0	90
2025.12.22	12:48:00	1579.70	1579.70	1579.69	1579.69	2	0	90
2025.12.22	12:49:00	1579.68	1579.68	1579.68	1579.68	1	0	90
2025.12.22	12:50:00	1579.80	1579.91	1579.78	1579.91	4	0	90
2025.12.22	12:51:00	1579.78	1579.90	1579.78	1579.90	2	0	90
2025.12.22	12:52:00	1579.78	1579.90	1579.78	1579.90	2	0	90
2025.12.22	12:53:00	1579.78	1579.78	1579.77	1579.77	2	0	90
2025.12.22	12:54:00	1579.77	1579.77	1579.77	1579.77	1	0	90
2025.12.22	12:55:00	1579.90	1579.90	1579.90	1579.90	1	0	90
2025.12.22	12:56:00	1579.90	1580.03	1579.90	1580.03	2	0	90
2025.12.22	12:57:00	1580.04	1580.04	1580.04	1580.04	1	0	90
2025.12.22	12:58:00	1580.05	1580.05	1580.05	1580.05	1	0	90
2025.12.22	12:59:00	1580.05	1580.05	1580.05	1580.05	1	0	90
2025.12.22	13:00:00	1580.04	1580.04	1580.00	1580.00	2	0	90
2025.12.22	13:01:00	1580.00	1580.02	1580.00	1580.02	2	0	90
2025.12.22	13:02:00	1580.02	1580.03	1580.02	1580.03	2	0	90
2025.12.22	13:03:00	1580.04	1580.04	1580.04	1580.04	1	0	90
2025.12.22	13:04:00	1580.03	1580.03	1580.03	1580.03	1	0	90
2025.12.22	13:05:00	1580.03	1580.03	1580.03	1580.03	1	0	90
2025.12.22	13:06:00	1580.02	1580.02	1580.02	1580.02	1	0	90
2025.12.22	13:07:00	1580.02	1580.02	1580.01	1580.01	2	0	90
2025.12.22	13:08:00	1580.02	1580.03	1580.02	1580.03	2	0	90
2025.12.22	13:09:00	1580.04	1580.05	1580.04	1580.05	2	0	90
2025.12.22	13:11:00	1580.07	1580.07	1580.07	1580.07	1	0	90
2025.12.22	13:12:00	1580.19	1580.20	1580.07	1580.07	3	0	90
2025.12.22	13:13:00	1580.09	1580.09	1580.09	1580.09	1	0	90
2025.12.22	13:14:00	1580.09	1580.09	1580.09	1580.09	1	0	90
2025.12.22	13:16:00	1580.10	1580.10	1580.10	1580.10	1	0	90
2025.12.22	13:17:00	1580.10	1580.10	1580.10	1580.10	1	0	90
2025.12.22	13:18:00	1580.11	1580.11	1580.11	1580.11	1	0	90
2025.12.22	13:20:00	1580.10	1580.10	1580.10	1580.10	1	0	90
2025.12.22	13:21:00	1580.09	1580.09	1580.07	1580.07	2	0	90
2025.12.22	13:22:00	1580.07	1580.07	1580.05	1580.05	3	0	90
2025.12.22	13:23:00	1580.04	1580.04	1580.03	1580.03	2	0	90
2025.12.22	13:24:00	1580.02	1580.02	1580.02	1580.02	1	0	90
2025.12.22	13:25:00	1580.02	1580.02	1580.01	1580.02	3	0	90
2025.12.22	13:26:00	1580.02	1580.02	1580.02	1580.02	1	0	90
2025.12.22	13:27:00	1580.03	1580.03	1580.03	1580.03	1	0	90
2025.12.22	13:28:00	1580.03	1580.03	1580.03	1580.03	1	0	90
2025.12.22	13:29:00	1580.04	1580.04	1580.04	1580.04	1	0	90
2025.12.22	13:31:00	1580.07	1580.07	1580.07	1580.07	1	0	90
2025.12.22	13:34:00	1580.05	1580.05	1580.05	1580.05	1	0	90
2025.12.22	13:35:00	1580.04	1580.04	1580.04	1580.04	1	0	90
2025.12.22	13:36:00	1580.03	1580.03	1580.01	1580.01	3	0	90
2025.12.22	13:37:00	1580.01	1580.11	1580.01	1580.11	2	0	90
2025.12.22	13:38:00	1580.06	1580.06	1580.06	1580.06	1	0	90
2025.12.22	13:39:00	1580.06	1580.06	1580.06	1580.06	1	0	90
2025.12.22	13:40:00	1580.06	1580.06	1580.05	1580.05	2	0	90
2025.12.22	13:41:00	1580.05	1580.05	1580.04	1580.04	2	0	90
2025.12.22	13:42:00	1580.03	1580.03	1580.03	1580.03	1	0	90
2025.12.22	13:46:00	1579.99	1579.99	1579.99	1579.99	1	0	90
2025.12.22	13:47:00	1579.99	1579.99	1579.99	1579.99	1	0	90
2025.12.22	13:48:00	1579.99	1579.99	1579.98	1579.98	2	0	90
2025.12.22	13:50:00	1579.95	1579.95	1579.93	1579.93	3	0	90
2025.12.22	13:52:00	1579.93	1580.07	1579.93	1580.07	3	0	90
2025.12.22	13:53:00	1580.07	1580.07	1580.07	1580.07	1	0	90
2025.12.22	13:54:00	1580.09	1580.11	1580.09	1580.11	2	0	90
2025.12.22	13:55:00	1580.11	1580.12	1580.11	1580.12	2	0	90
2025.12.22	13:56:00	1580.13	1580.13	1580.13	1580.13	1	0	90
2025.12.22	13:57:00	1580.14	1580.17	1580.14	1580.17	3	0	90
2025.12.22	13:58:00	1580.19	1580.19	1580.19	1580.19	1	0	90
2025.12.22	13:59:00	1580.20	1580.20	1580.20	1580.20	1	0	90
2025.12.22	14:00:00	1580.08	1580.09	1580.08	1580.09	2	0	90
2025.12.22	14:01:00	1580.09	1580.10	1580.09	1580.10	2	0	90
2025.12.22	14:02:00	1580.10	1580.48	1580.10	1580.35	4	0	90
2025.12.22	14:05:00	1580.34	1580.46	1580.34	1580.46	2	0	90
2025.12.22	14:06:00	1580.46	1580.46	1580.46	1580.46	1	0	90
2025.12.22	14:07:00	1580.46	1580.46	1580.33	1580.33	2	0	90
2025.12.22	14:08:00	1580.33	1580.33	1580.31	1580.31	3	0	90
2025.12.22	14:09:00	1580.30	1580.30	1580.29	1580.29	2	0	90
2025.12.22	14:10:00	1580.29	1580.29	1580.28	1580.28	2	0	90
2025.12.22	14:11:00	1580.28	1580.28	1580.27	1580.27	2	0	90
2025.12.22	14:12:00	1580.27	1580.40	1580.27	1580.40	2	0	90
2025.12.22	14:13:00	1580.53	1580.90	1580.53	1580.90	3	0	90
2025.12.22	14:14:00	1580.90	1580.90	1580.90	1580.90	1	0	90
2025.12.22	14:15:00	1580.90	1581.02	1580.90	1580.90	3	0	90
2025.12.22	14:16:00	1580.90	1580.90	1580.90	1580.90	1	0	90
2025.12.22	14:17:00	1580.90	1580.90	1580.89	1580.89	2	0	90
2025.12.22	14:19:00	1580.87	1580.87	1580.84	1580.84	3	0	90
2025.12.22	14:20:00	1580.85	1580.85	1580.72	1580.82	3	0	90
2025.12.22	14:21:00	1580.66	1580.66	1580.40	1580.40	3	0	90
2025.12.22	14:22:00	1580.39	1580.39	1580.37	1580.37	3	0	90
2025.12.22	14:23:00	1580.36	1580.47	1580.35	1580.47	3	0	90
2025.12.22	14:24:00	1580.44	1580.44	1580.44	1580.44	1	0	90
2025.12.22	14:25:00	1580.44	1580.44	1580.43	1580.43	2	0	90
2025.12.22	14:26:00	1580.41	1580.41	1580.41	1580.41	1	0	90
2025.12.22	14:27:00	1580.39	1580.39	1580.39	1580.39	1	0	90
2025.12.22	14:28:00	1580.39	1580.39	1580.38	1580.38	2	0	90
2025.12.22	14:29:00	1580.50	1580.50	1580.49	1580.49	2	0	90
2025.12.22	14:30:00	1580.49	1580.49	1580.49	1580.49	1	0	90
2025.12.22	14:31:00	1580.49	1580.49	1580.49	1580.49	1	0	90
2025.12.22	14:32:00	1580.49	1580.49	1580.49	1580.49	1	0	90
2025.12.22	14:33:00	1580.50	1580.50	1580.50	1580.50	1	0	90
2025.12.22	14:34:00	1580.37	1580.37	1580.37	1580.37	1	0	90
2025.12.22	14:35:00	1580.36	1580.36	1580.36	1580.36	1	0	90
2025.12.22	14:36:00	1580.36	1580.36	1580.34	1580.34	3	0	90
2025.12.22	14:37:00	1580.34	1580.37	1580.34	1580.37	2	0	90
2025.12.22	14:38:00	1580.35	1580.35	1580.35	1580.35	1	0	90
2025.12.22	14:39:00	1580.35	1580.35	1580.35	1580.35	1	0	90
2025.12.22	14:40:00	1580.36	1580.36	1580.36	1580.36	1	0	90
2025.12.22	14:41:00	1580.36	1580.49	1580.36	1580.46	3	0	90
2025.12.22	14:42:00	1580.46	1580.59	1580.46	1580.59	2	0	90
2025.12.22	14:43:00	1580.60	1580.74	1580.60	1580.74	3	0	90
2025.12.22	14:44:00	1580.76	1580.76	1580.76	1580.76	1	0	90
2025.12.22	14:45:00	1580.80	1580.80	1580.80	1580.80	1	0	90
2025.12.22	14:47:00	1580.86	1580.86	1580.86	1580.86	1	0	90
2025.12.22	14:48:00	1580.86	1580.86	1580.74	1580.75	3	0	90
2025.12.22	14:49:00	1580.89	1580.89	1580.89	1580.89	1	0	90
2025.12.22	14:50:00	1580.89	1581.02	1580.89	1581.02	2	0	90
2025.12.22	14:52:00	1581.09	1581.09	1581.09	1581.09	1	0	90
2025.12.22	14:53:00	1581.09	1581.09	1580.96	1580.96	2	0	90
2025.12.22	14:55:00	1580.99	1581.00	1580.99	1581.00	2	0	90
2025.12.22	14:56:00	1581.00	1581.00	1580.99	1580.99	2	0	90
2025.12.22	14:58:00	1580.97	1580.97	1580.96	1580.96	2	0	90
2025.12.22	14:59:00	1580.93	1580.93	1580.93	1580.93	1	0	90
2025.12.22	15:02:00	1580.80	1580.80	1580.80	1580.80	1	0	90
2025.12.22	15:03:00	1580.79	1580.79	1580.77	1580.77	2	0	90
2025.12.22	15:04:00	1580.76	1580.76	1580.75	1580.75	2	0	90
2025.12.22	15:06:00	1580.57	1580.57	1580.45	1580.45	2	0	90
2025.12.22	15:07:00	1580.44	1580.44	1580.43	1580.43	2	0	90
2025.12.22	15:08:00	1580.43	1580.43	1580.30	1580.30	2	0	90
2025.12.22	15:10:00	1580.25	1580.25	1579.84	1579.84	4	0	90
2025.12.22	15:11:00	1579.83	1579.83	1579.82	1579.82	2	0	90
2025.12.22	15:12:00	1579.82	1579.82	1579.80	1579.80	3	0	90
2025.12.22	15:13:00	1579.80	1579.80	1579.79	1579.79	2	0	90
2025.12.22	15:14:00	1579.78	1579.78	1579.77	1579.77	2	0	90
2025.12.22	15:15:00	1579.77	1579.77	1579.76	1579.76	2	0	90
2025.12.22	15:16:00	1579.76	1579.76	1579.76	1579.76	1	0	90
2025.12.22	15:18:00	1579.75	1579.75	1579.75	1579.75	1	0	90
2025.12.22	15:19:00	1579.74	1579.74	1579.60	1579.60	3	0	90
2025.12.22	15:20:00	1579.60	1579.60	1579.09	1579.09	5	0	90
2025.12.22	15:21:00	1579.08	1579.08	1579.06	1579.06	3	0	90
2025.12.22	15:22:00	1579.05	1579.05	1579.05	1579.05	1	0	90
2025.12.22	15:23:00	1579.04	1579.04	1578.78	1578.78	3	0	90
2025.12.22	15:24:00	1578.78	1578.78	1578.77	1578.77	2	0	90
2025.12.22	15:25:00	1578.76	1578.76	1578.76	1578.76	1	0	90
2025.12.22	15:26:00	1578.76	1578.77	1578.76	1578.77	2	0	90
2025.12.22	15:27:00	1578.77	1578.77	1578.77	1578.77	1	0	90
2025.12.22	15:29:00	1578.77	1578.77	1578.77	1578.77	1	0	90
2025.12.22	15:30:00	1578.77	1578.91	1578.77	1578.91	3	0	90
2025.12.22	15:31:00	1578.92	1578.93	1578.92	1578.93	2	0	90
2025.12.22	15:32:00	1578.80	1578.93	1578.80	1578.93	3	0	90
2025.12.22	15:33:00	1578.93	1578.93	1578.93	1578.93	1	0	90
2025.12.22	15:34:00	1578.93	1578.93	1578.81	1578.81	2	0	90
2025.12.22	15:35:00	1578.81	1578.81	1578.81	1578.81	1	0	90
2025.12.22	15:36:00	1578.81	1578.81	1578.81	1578.81	1	0	90
2025.12.22	15:37:00	1578.81	1578.84	1578.81	1578.83	3	0	90
2025.12.22	15:38:00	1578.81	1578.81	1578.81	1578.81	1	0	90
2025.12.22	15:39:00	1578.80	1578.80	1578.53	1578.53	4	0	90
2025.12.22	15:40:00	1578.53	1578.53	1578.52	1578.52	2	0	90
2025.12.22	15:41:00	1578.49	1578.49	1578.23	1578.23	3	0	90
2025.12.22	15:42:00	1578.22	1578.22	1578.22	1578.22	1	0	90
2025.12.22	15:43:00	1578.22	1578.22	1578.21	1578.21	2	0	90
2025.12.22	15:44:00	1578.21	1578.21	1578.21	1578.21	1	0	90
2025.12.22	15:45:00	1578.21	1578.22	1578.21	1578.22	2	0	90
2025.12.22	15:46:00	1578.22	1578.34	1578.22	1578.34	2	0	90
2025.12.22	15:47:00	1578.34	1578.34	1578.34	1578.34	1	0	90
2025.12.22	15:48:00	1578.33	1578.58	1578.33	1578.58	3	0	90
2025.12.22	15:49:00	1578.58	1578.59	1578.58	1578.59	2	0	90
2025.12.22	15:50:00	1578.59	1578.72	1578.59	1578.72	2	0	90
2025.12.22	15:51:00	1578.72	1578.72	1578.70	1578.70	3	0	90
2025.12.22	15:52:00	1578.58	1578.58	1578.56	1578.56	3	0	90
2025.12.22	15:53:00	1578.54	1578.54	1578.54	1578.54	1	0	90
2025.12.22	15:54:00	1578.54	1578.54	1578.52	1578.52	3	0	90
2025.12.22	15:55:00	1578.51	1578.51	1578.49	1578.49	3	0	90
2025.12.22	15:56:00	1578.48	1578.48	1578.45	1578.45	3	0	90
2025.12.22	15:57:00	1578.45	1578.45	1578.28	1578.28	5	0	90
2025.12.22	15:58:00	1578.16	1578.16	1576.79	1576.79	8	0	90
2025.12.22	15:59:00	1576.76	1576.89	1576.76	1576.89	2	0	90
2025.12.22	16:00:00	1576.88	1576.91	1576.88	1576.91	4	0	90
2025.12.22	16:01:00	1576.91	1576.92	1576.79	1576.92	6	0	90
2025.12.22	16:02:00	1576.92	1576.92	1576.92	1576.92	1	0	90
2025.12.22	16:03:00	1576.92	1576.93	1576.92	1576.93	2	0	90
2025.12.22	16:04:00	1576.81	1576.94	1576.81	1576.94	3	0	90
2025.12.22	16:05:00	1576.94	1576.95	1576.94	1576.95	2	0	90
2025.12.22	16:06:00	1576.95	1576.95	1576.95	1576.95	1	0	90
2025.12.22	16:07:00	1576.95	1577.45	1576.56	1576.56	7	0	90
2025.12.22	16:08:00	1576.56	1576.56	1576.31	1576.31	5	0	90
2025.12.22	16:09:00	1576.03	1576.03	1575.78	1575.78	2	0	90
2025.12.22	16:10:00	1575.78	1575.78	1575.66	1575.66	2	0	90
2025.12.22	16:11:00	1575.66	1575.78	1575.66	1575.66	3	0	90
2025.12.22	16:12:00	1575.65	1575.65	1575.28	1575.28	3	0	90
2025.12.22	16:13:00	1575.28	1575.28	1574.78	1574.78	5	0	90
2025.12.22	16:14:00	1574.53	1574.53	1574.28	1574.28	3	0	90
