<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.06.11	14:17:00	1526.42	1526.42	1526.40	1526.40	3	0	68
2025.06.11	14:18:00	1526.40	1526.40	1526.38	1526.38	3	0	68
2025.06.11	14:19:00	1526.38	1526.49	1526.37	1526.49	3	0	68
2025.06.11	14:20:00	1526.49	1526.49	1526.48	1526.48	2	0	68
2025.06.11	14:21:00	1526.47	1526.47	1526.46	1526.46	2	0	68
2025.06.11	14:22:00	1526.46	1526.58	1526.45	1526.58	3	0	68
2025.06.11	14:23:00	1526.58	1526.59	1526.58	1526.59	2	0	68
2025.06.11	14:24:00	1526.59	1526.59	1526.59	1526.59	1	0	68
2025.06.11	14:25:00	1526.59	1526.97	1526.59	1526.97	4	0	68
2025.06.11	14:26:00	1526.97	1526.97	1526.72	1526.72	3	0	68
2025.06.11	14:27:00	1526.72	1526.72	1526.47	1526.48	4	0	68
2025.06.11	14:28:00	1526.61	1526.61	1526.61	1526.61	1	0	68
2025.06.11	14:29:00	1526.61	1527.11	1526.61	1527.11	4	0	68
2025.06.11	14:30:00	1527.11	1527.25	1527.11	1527.12	4	0	68
2025.06.11	14:31:00	1527.12	1527.25	1527.12	1527.25	2	0	68
2025.06.11	14:32:00	1527.25	1527.63	1527.25	1527.63	3	0	68
2025.06.11	14:33:00	1527.64	1527.66	1527.64	1527.66	2	0	68
2025.06.11	14:34:00	1527.67	1527.68	1527.67	1527.68	2	0	68
2025.06.11	14:35:00	1527.68	1527.68	1527.55	1527.55	2	0	68
2025.06.11	14:36:00	1527.55	1527.55	1527.54	1527.54	2	0	68
2025.06.11	14:37:00	1527.67	1527.67	1527.53	1527.53	4	0	68
2025.06.11	14:38:00	1527.53	1527.65	1527.53	1527.65	2	0	68
2025.06.11	14:39:00	1527.65	1527.65	1527.53	1527.53	2	0	68
2025.06.11	14:40:00	1527.53	1527.66	1527.53	1527.66	2	0	68
2025.06.11	14:41:00	1527.66	1527.66	1527.66	1527.66	1	0	68
2025.06.11	14:42:00	1527.53	1527.53	1527.53	1527.53	1	0	68
2025.06.11	14:43:00	1527.53	1527.65	1527.52	1527.52	3	0	68
2025.06.11	14:44:00	1527.65	1527.78	1527.65	1527.78	3	0	68
2025.06.11	14:45:00	1527.78	1527.78	1527.78	1527.78	1	0	68
2025.06.11	14:46:00	1527.79	1527.80	1527.79	1527.80	2	0	68
2025.06.11	14:47:00	1527.93	1528.18	1527.93	1528.05	4	0	68
2025.06.11	14:48:00	1528.05	1528.05	1528.04	1528.04	2	0	68
2025.06.11	14:49:00	1528.04	1528.04	1528.03	1528.03	2	0	68
2025.06.11	14:50:00	1528.03	1528.15	1528.03	1528.15	2	0	68
2025.06.11	14:51:00	1528.15	1528.15	1528.14	1528.14	2	0	68
2025.06.11	14:52:00	1528.14	1528.14	1528.01	1528.01	3	0	68
2025.06.11	14:53:00	1528.01	1528.01	1528.01	1528.01	1	0	68
2025.06.11	14:54:00	1528.01	1528.01	1528.00	1528.00	2	0	68
2025.06.11	14:55:00	1528.00	1528.12	1528.00	1528.12	2	0	68
2025.06.11	14:56:00	1528.12	1528.12	1528.12	1528.12	1	0	68
2025.06.11	14:57:00	1528.12	1528.62	1528.12	1528.62	4	0	68
2025.06.11	14:58:00	1528.62	1528.63	1528.00	1528.00	6	0	68
2025.06.11	14:59:00	1528.00	1528.00	1527.99	1527.99	2	0	68
2025.06.11	15:00:00	1527.99	1528.11	1527.99	1528.11	2	0	68
2025.06.11	15:01:00	1528.10	1528.10	1528.10	1528.10	1	0	68
2025.06.11	15:02:00	1528.10	1528.36	1528.10	1528.11	6	0	68
2025.06.11	15:03:00	1528.11	1528.12	1528.11	1528.12	2	0	68
2025.06.11	15:04:00	1528.12	1529.48	1526.62	1529.48	38	0	68
2025.06.11	15:05:00	1529.35	1529.73	1529.35	1529.35	7	0	68
2025.06.11	15:06:00	1529.35	1529.35	1528.72	1528.72	5	0	68
2025.06.11	15:07:00	1528.72	1528.72	1528.23	1528.23	4	0	68
2025.06.11	15:08:00	1528.23	1528.24	1528.23	1528.24	2	0	68
2025.06.11	15:09:00	1528.24	1528.24	1528.24	1528.24	1	0	68
2025.06.11	15:10:00	1528.24	1528.49	1528.24	1528.36	5	0	68
2025.06.11	15:11:00	1528.48	1528.48	1528.35	1528.47	3	0	68
2025.06.11	15:12:00	1528.35	1528.35	1528.34	1528.34	2	0	68
2025.06.11	15:13:00	1528.34	1528.47	1528.34	1528.34	3	0	68
2025.06.11	15:14:00	1528.34	1528.34	1528.20	1528.20	4	0	68
2025.06.11	15:15:00	1528.20	1528.21	1528.20	1528.21	4	0	68
2025.06.11	15:16:00	1528.21	1528.21	1527.84	1527.84	3	0	68
2025.06.11	15:17:00	1527.83	1527.96	1527.83	1527.96	2	0	68
2025.06.11	15:18:00	1527.96	1527.96	1527.71	1527.71	5	0	68
2025.06.11	15:19:00	1527.83	1527.83	1527.83	1527.83	1	0	68
2025.06.11	15:20:00	1527.83	1527.83	1527.82	1527.82	2	0	68
2025.06.11	15:21:00	1527.83	1527.83	1527.45	1527.45	4	0	68
2025.06.11	15:22:00	1527.45	1527.58	1527.45	1527.58	2	0	68
2025.06.11	15:23:00	1527.58	1527.58	1527.58	1527.58	1	0	68
2025.06.11	15:24:00	1527.58	1527.59	1527.34	1527.46	7	0	68
2025.06.11	15:25:00	1527.46	1527.85	1527.46	1527.85	4	0	68
2025.06.11	15:26:00	1527.85	1528.48	1527.85	1528.48	6	0	68
2025.06.11	15:27:00	1528.48	1528.49	1528.48	1528.49	2	0	68
2025.06.11	15:28:00	1528.48	1528.48	1528.48	1528.48	1	0	68
2025.06.11	15:29:00	1528.47	1528.98	1528.47	1528.97	5	0	68
2025.06.11	15:30:00	1528.95	1530.94	1528.83	1530.20	26	0	68
2025.06.11	15:31:00	1530.20	1530.20	1530.19	1530.19	2	0	68
2025.06.11	15:32:00	1530.19	1530.19	1529.81	1529.81	4	0	68
2025.06.11	15:33:00	1529.81	1529.81	1529.69	1529.70	3	0	68
2025.06.11	15:34:00	1529.70	1529.70	1529.31	1529.31	5	0	68
2025.06.11	15:35:00	1529.31	1529.31	1529.05	1529.05	4	0	68
2025.06.11	15:36:00	1529.18	1529.55	1529.18	1529.55	4	0	68
2025.06.11	15:37:00	1529.55	1530.05	1529.55	1529.92	6	0	68
2025.06.11	15:38:00	1529.92	1529.92	1529.91	1529.91	2	0	68
2025.06.11	15:39:00	1529.91	1530.04	1529.91	1529.91	3	0	68
2025.06.11	15:40:00	1530.04	1530.27	1529.92	1530.27	7	0	68
2025.06.11	15:41:00	1530.27	1530.27	1529.77	1529.78	5	0	68
2025.06.11	15:42:00	1529.78	1529.78	1529.78	1529.78	1	0	68
2025.06.11	15:43:00	1529.78	1529.78	1529.78	1529.78	1	0	68
2025.06.11	15:44:00	1529.78	1529.91	1529.78	1529.91	2	0	68
2025.06.11	15:45:00	1529.91	1529.91	1529.78	1529.78	2	0	68
2025.06.11	15:46:00	1529.78	1529.78	1529.78	1529.78	1	0	68
2025.06.11	15:47:00	1529.79	1529.92	1529.79	1529.92	3	0	68
2025.06.11	15:48:00	1529.92	1529.92	1529.80	1529.80	2	0	68
2025.06.11	15:49:00	1529.80	1529.80	1529.68	1529.68	2	0	68
2025.06.11	15:50:00	1529.68	1529.81	1529.68	1529.80	3	0	68
2025.06.11	15:51:00	1529.80	1529.80	1529.43	1529.43	3	0	68
2025.06.11	15:52:00	1529.43	1529.44	1529.43	1529.44	2	0	68
2025.06.11	15:53:00	1529.56	1529.57	1529.44	1529.57	3	0	68
2025.06.11	15:54:00	1529.57	1529.83	1529.57	1529.83	4	0	68
2025.06.11	15:55:00	1529.83	1529.97	1529.83	1529.97	6	0	68
2025.06.11	15:56:00	1530.09	1530.10	1530.09	1530.10	2	0	68
2025.06.11	15:57:00	1530.10	1530.11	1530.10	1530.11	2	0	68
2025.06.11	15:58:00	1530.12	1530.12	1529.62	1529.62	5	0	68
2025.06.11	15:59:00	1529.62	1529.88	1529.62	1529.88	4	0	68
2025.06.11	16:00:00	1530.00	1530.13	1530.00	1530.13	3	0	68
2025.06.11	16:01:00	1530.13	1530.13	1530.00	1530.01	3	0	68
2025.06.11	16:02:00	1530.01	1530.14	1530.01	1530.01	4	0	68
2025.06.11	16:03:00	1530.01	1530.63	1529.88	1530.26	8	0	68
2025.06.11	16:04:00	1530.25	1530.25	1529.88	1529.88	4	0	68
2025.06.11	16:05:00	1529.88	1529.88	1529.50	1529.50	4	0	68
2025.06.11	16:06:00	1529.50	1529.50	1529.49	1529.50	3	0	68
2025.06.11	16:07:00	1529.50	1529.63	1529.50	1529.63	3	0	68
2025.06.11	16:08:00	1529.63	1529.64	1529.63	1529.64	2	0	68
2025.06.11	16:09:00	1529.51	1529.64	1529.51	1529.64	2	0	68
2025.06.11	16:10:00	1529.65	1529.66	1529.65	1529.66	2	0	68
2025.06.11	16:11:00	1529.66	1529.67	1529.66	1529.66	3	0	68
2025.06.11	16:12:00	1529.66	1529.66	1529.66	1529.66	1	0	68
2025.06.11	16:13:00	1529.53	1529.53	1529.52	1529.52	2	0	68
2025.06.11	16:14:00	1529.52	1529.64	1529.52	1529.64	2	0	68
2025.06.12	10:02:00	1533.31	1534.19	1533.31	1533.94	12	0	68
2025.06.12	10:03:00	1533.94	1536.17	1533.81	1536.17	16	0	68
2025.06.12	10:04:00	1536.30	1536.30	1534.17	1534.17	13	0	68
2025.06.12	10:05:00	1534.17	1534.17	1533.05	1533.17	11	0	68
2025.06.12	10:06:00	1533.17	1533.92	1533.17	1533.92	8	0	68
2025.06.12	10:07:00	1533.92	1534.30	1533.92	1534.05	5	0	68
2025.06.12	10:08:00	1534.05	1534.55	1534.05	1534.55	4	0	68
2025.06.12	10:09:00	1534.55	1534.92	1534.55	1534.92	5	0	68
2025.06.12	10:10:00	1534.92	1534.92	1534.67	1534.67	3	0	68
2025.06.12	10:11:00	1534.67	1534.92	1534.67	1534.80	3	0	68
2025.06.12	10:12:00	1534.80	1534.80	1534.80	1534.80	1	0	68
2025.06.12	10:13:00	1534.80	1535.80	1534.80	1535.67	5	0	68
2025.06.12	10:14:00	1535.67	1535.80	1535.55	1535.67	5	0	68
2025.06.12	10:15:00	1535.67	1536.31	1535.67	1535.82	10	0	68
2025.06.12	10:16:00	1535.70	1535.70	1535.08	1535.09	5	0	68
2025.06.12	10:17:00	1535.09	1535.10	1535.09	1535.10	2	0	68
2025.06.12	10:18:00	1535.11	1535.11	1533.87	1533.87	9	0	68
2025.06.12	10:19:00	1533.87	1534.26	1533.87	1533.89	9	0	68
2025.06.12	10:20:00	1533.89	1533.90	1533.89	1533.90	2	0	68
2025.06.12	10:21:00	1533.90	1533.91	1533.66	1533.66	5	0	68
2025.06.12	10:22:00	1533.53	1533.92	1533.41	1533.92	6	0	68
2025.06.12	10:23:00	1533.92	1533.94	1533.92	1533.94	3	0	68
2025.06.12	10:24:00	1534.07	1534.33	1533.95	1533.95	5	0	68
2025.06.12	10:25:00	1533.95	1533.95	1533.46	1533.46	4	0	68
2025.06.12	10:26:00	1533.46	1533.46	1532.83	1532.97	8	0	68
2025.06.12	10:27:00	1532.97	1532.98	1532.35	1532.48	9	0	68
2025.06.12	10:28:00	1532.48	1532.50	1532.48	1532.50	3	0	68
2025.06.12	10:29:00	1532.50	1532.51	1532.50	1532.51	2	0	68
2025.06.12	10:30:00	1532.52	1532.66	1532.52	1532.54	6	0	68
2025.06.12	10:31:00	1532.67	1533.43	1531.93	1532.06	15	0	68
2025.06.12	10:32:00	1532.06	1532.08	1532.06	1532.08	3	0	68
2025.06.12	10:33:00	1531.95	1531.95	1530.47	1530.47	11	0	68
2025.06.12	10:34:00	1530.47	1530.47	1529.72	1530.12	12	0	68
2025.06.12	10:35:00	1530.12	1530.13	1530.12	1530.12	3	0	68
2025.06.12	10:36:00	1530.12	1530.12	1529.61	1529.74	7	0	68
2025.06.12	10:37:00	1529.62	1529.62	1529.49	1529.50	3	0	68
2025.06.12	10:38:00	1529.49	1529.49	1529.25	1529.25	3	0	68
2025.06.12	10:39:00	1529.25	1529.38	1529.13	1529.38	5	0	68
2025.06.12	10:40:00	1529.38	1529.39	1528.52	1528.52	10	0	68
2025.06.12	10:41:00	1528.52	1528.64	1528.14	1528.27	8	0	68
2025.06.12	10:42:00	1528.27	1528.39	1528.27	1528.27	3	0	68
2025.06.12	10:43:00	1528.27	1528.27	1528.15	1528.15	2	0	68
2025.06.12	10:44:00	1528.15	1528.15	1527.78	1527.78	4	0	68
2025.06.12	10:45:00	1527.78	1527.78	1527.16	1527.17	6	0	68
2025.06.12	10:46:00	1527.17	1527.17	1526.19	1526.19	9	0	68
2025.06.12	10:47:00	1526.19	1526.83	1526.19	1526.83	7	0	68
2025.06.12	10:48:00	1526.83	1527.46	1526.83	1527.46	6	0	68
2025.06.12	10:49:00	1527.34	1527.34	1527.20	1527.20	4	0	68
2025.06.12	10:50:00	1527.20	1527.20	1526.82	1526.82	3	0	68
2025.06.12	10:51:00	1526.82	1526.95	1526.82	1526.83	4	0	68
2025.06.12	10:52:00	1526.83	1526.83	1526.21	1526.21	6	0	68
2025.06.12	10:53:00	1526.22	1526.22	1525.71	1525.71	4	0	68
2025.06.12	10:54:00	1525.71	1525.71	1525.09	1525.09	6	0	68
2025.06.12	10:55:00	1524.96	1524.96	1524.71	1524.84	4	0	68
2025.06.12	10:56:00	1524.97	1525.34	1524.84	1525.34	9	0	68
2025.06.12	10:57:00	1525.34	1525.35	1525.34	1525.35	2	0	68
2025.06.12	10:58:00	1525.35	1525.48	1525.35	1525.48	2	0	68
2025.06.12	10:59:00	1525.60	1525.73	1525.35	1525.35	4	0	68
2025.06.12	11:00:00	1525.35	1525.35	1525.23	1525.23	2	0	68
2025.06.12	11:01:00	1525.10	1525.10	1523.74	1523.74	8	0	68
2025.06.12	11:02:00	1523.74	1523.87	1523.74	1523.87	3	0	68
2025.06.12	11:03:00	1523.88	1524.38	1523.88	1524.38	6	0	68
2025.06.12	11:04:00	1524.25	1524.25	1524.12	1524.12	3	0	68
2025.06.12	11:05:00	1524.12	1524.37	1524.12	1524.12	4	0	68
2025.06.12	11:06:00	1524.12	1524.13	1524.12	1524.13	2	0	68
2025.06.12	11:07:00	1524.13	1524.37	1524.13	1524.37	3	0	68
2025.06.12	11:08:00	1524.37	1524.50	1524.37	1524.50	2	0	68
2025.06.12	11:09:00	1524.38	1524.38	1524.38	1524.38	1	0	68
2025.06.12	11:10:00	1524.38	1524.88	1524.38	1524.88	5	0	68
2025.06.12	11:11:00	1524.88	1524.88	1524.74	1524.74	4	0	68
2025.06.12	11:12:00	1524.74	1524.74	1524.36	1524.72	8	0	68
2025.06.12	11:13:00	1524.72	1524.72	1524.72	1524.72	1	0	68
2025.06.12	11:14:00	1524.84	1525.34	1524.84	1525.34	6	0	68
2025.06.12	11:15:00	1525.21	1525.21	1524.83	1524.83	3	0	68
2025.06.12	11:16:00	1524.83	1524.96	1524.83	1524.96	4	0	68
2025.06.12	11:17:00	1524.84	1524.84	1524.84	1524.84	1	0	68
2025.06.12	11:18:00	1524.84	1524.84	1524.84	1524.84	1	0	68
2025.06.12	11:19:00	1524.85	1524.87	1524.85	1524.87	3	0	68
2025.06.12	11:20:00	1524.87	1525.25	1524.87	1525.25	4	0	68
2025.06.12	11:21:00	1525.25	1525.51	1525.25	1525.51	3	0	68
2025.06.12	11:22:00	1525.64	1526.01	1525.64	1525.88	6	0	68
2025.06.12	11:23:00	1525.88	1525.88	1525.87	1525.87	2	0	68
2025.06.12	11:24:00	1525.87	1526.36	1525.87	1526.36	5	0	68
2025.06.12	11:25:00	1526.36	1526.36	1526.22	1526.22	3	0	68
2025.06.12	11:26:00	1526.22	1526.34	1526.09	1526.09	4	0	68
2025.06.12	11:27:00	1526.09	1526.09	1526.08	1526.08	2	0	68
2025.06.12	11:28:00	1526.09	1526.09	1524.72	1524.72	10	0	68
2025.06.12	11:29:00	1524.72	1524.72	1524.11	1524.11	5	0	68
2025.06.12	11:30:00	1524.11	1524.11	1524.09	1524.10	3	0	68
2025.06.12	11:31:00	1524.10	1524.36	1523.37	1523.37	9	0	68
2025.06.12	11:32:00	1523.37	1523.62	1523.37	1523.50	11	0	68
2025.06.12	11:33:00	1523.62	1524.04	1523.62	1524.04	6	0	68
2025.06.12	11:34:00	1524.04	1524.29	1524.04	1524.29	3	0	68
2025.06.12	11:35:00	1524.16	1524.16	1523.78	1523.78	3	0	68
2025.06.12	11:36:00	1523.78	1523.79	1523.78	1523.79	2	0	68
2025.06.12	11:37:00	1523.79	1523.79	1523.79	1523.79	1	0	68
2025.06.12	11:38:00	1523.79	1523.79	1523.79	1523.79	1	0	68
2025.06.12	11:39:00	1523.79	1523.79	1523.78	1523.78	2	0	68
2025.06.12	11:40:00	1523.78	1524.17	1523.78	1524.17	5	0	68
2025.06.12	11:41:00	1524.17	1524.17	1524.04	1524.04	2	0	68
2025.06.12	11:42:00	1524.17	1524.17	1524.04	1524.04	2	0	68
2025.06.12	11:43:00	1524.04	1524.04	1524.04	1524.04	1	0	68
2025.06.12	11:44:00	1524.04	1524.16	1524.03	1524.03	3	0	68
2025.06.12	11:45:00	1524.03	1524.03	1524.03	1524.03	1	0	68
2025.06.12	11:46:00	1524.16	1524.53	1524.16	1524.53	5	0	68
2025.06.12	11:47:00	1524.41	1524.53	1524.16	1524.53	5	0	68
2025.06.12	11:48:00	1524.65	1524.65	1524.65	1524.65	1	0	68
2025.06.12	11:49:00	1524.65	1525.15	1524.65	1525.15	4	0	68
2025.06.12	11:50:00	1525.15	1525.26	1525.14	1525.26	3	0	68
2025.06.12	11:51:00	1525.26	1525.26	1525.26	1525.26	1	0	68
2025.06.12	11:52:00	1525.26	1525.26	1525.25	1525.25	2	0	68
2025.06.12	11:53:00	1525.24	1525.24	1525.24	1525.24	1	0	68
2025.06.12	11:54:00	1525.24	1525.25	1525.24	1525.25	2	0	68
2025.06.12	11:55:00	1525.25	1526.13	1525.25	1526.12	8	0	68
2025.06.12	11:56:00	1526.12	1526.13	1526.12	1526.13	2	0	68
2025.06.12	11:57:00	1526.13	1526.13	1525.88	1525.88	2	0	68
2025.06.12	11:58:00	1526.01	1526.01	1525.88	1525.88	2	0	68
2025.06.12	11:59:00	1525.88	1526.00	1525.87	1525.87	3	0	68
2025.06.12	12:00:00	1525.87	1525.87	1525.87	1525.87	1	0	68
2025.06.12	12:01:00	1525.87	1525.87	1525.87	1525.87	1	0	68
2025.06.12	12:02:00	1525.87	1525.87	1525.87	1525.87	1	0	68
2025.06.12	12:03:00	1525.86	1526.12	1525.86	1526.12	4	0	68
2025.06.12	12:04:00	1526.12	1526.62	1526.12	1526.62	5	0	68
2025.06.12	12:05:00	1526.62	1526.62	1526.50	1526.50	2	0	68
2025.06.12	12:06:00	1526.51	1526.64	1526.51	1526.64	3	0	68
2025.06.12	12:07:00	1526.64	1527.02	1526.64	1527.02	4	0	68
2025.06.12	12:08:00	1527.01	1527.39	1526.89	1527.39	6	0	68
2025.06.12	12:09:00	1527.64	1527.64	1527.51	1527.52	6	0	68
2025.06.12	12:10:00	1527.52	1527.65	1527.52	1527.65	3	0	68
2025.06.12	12:11:00	1527.65	1527.65	1527.65	1527.65	1	0	68
2025.06.12	12:12:00	1527.53	1527.53	1527.52	1527.52	2	0	68
2025.06.12	12:13:00	1527.52	1527.52	1527.40	1527.52	5	0	68
2025.06.12	12:14:00	1527.52	1527.52	1527.52	1527.52	1	0	68
2025.06.12	12:15:00	1527.52	1527.52	1527.52	1527.52	1	0	68
2025.06.12	12:16:00	1527.64	1527.64	1527.39	1527.51	5	0	68
2025.06.12	12:17:00	1527.64	1527.64	1527.64	1527.64	1	0	68
2025.06.12	12:18:00	1527.64	1527.77	1527.64	1527.77	3	0	68
2025.06.12	12:19:00	1527.77	1527.77	1527.77	1527.77	1	0	68
2025.06.12	12:20:00	1527.77	1528.02	1527.77	1528.01	3	0	68
2025.06.12	12:21:00	1528.01	1528.01	1527.89	1528.01	3	0	68
2025.06.12	12:22:00	1528.01	1528.01	1527.88	1527.88	2	0	68
2025.06.12	12:23:00	1527.89	1527.89	1527.89	1527.89	1	0	68
2025.06.12	12:24:00	1527.76	1527.77	1527.76	1527.76	3	0	68
2025.06.12	12:25:00	1527.76	1527.76	1527.64	1527.64	2	0	68
2025.06.12	12:26:00	1527.64	1527.64	1527.13	1527.13	6	0	68
2025.06.12	12:27:00	1527.25	1527.25	1527.24	1527.24	2	0	68
2025.06.12	12:28:00	1527.23	1527.23	1526.72	1526.72	5	0	68
2025.06.12	12:29:00	1526.60	1526.60	1525.85	1525.85	6	0	68
2025.06.12	12:30:00	1525.73	1525.82	1525.70	1525.70	8	0	68
2025.06.12	12:31:00	1525.58	1525.58	1525.20	1525.20	6	0	68
2025.06.12	12:32:00	1525.45	1525.45	1525.31	1525.31	3	0	68
2025.06.12	12:33:00	1525.33	1525.33	1524.94	1525.19	10	0	68
2025.06.12	12:34:00	1525.06	1525.31	1525.06	1525.18	8	0	68
2025.06.12	12:35:00	1525.31	1525.80	1525.06	1525.67	11	0	68
2025.06.12	12:36:00	1525.54	1525.54	1525.17	1525.29	4	0	68
2025.06.12	12:37:00	1525.17	1525.92	1525.05	1525.42	8	0	68
2025.06.12	12:38:00	1525.67	1525.67	1525.42	1525.43	7	0	68
2025.06.12	12:39:00	1525.55	1525.80	1525.30	1525.30	9	0	68
2025.06.12	12:40:00	1525.18	1525.18	1524.57	1524.82	11	0	68
2025.06.12	12:41:00	1524.95	1525.20	1524.95	1524.95	5	0	68
2025.06.12	12:42:00	1525.08	1525.08	1524.83	1524.84	4	0	68
2025.06.12	12:43:00	1524.72	1525.10	1524.72	1524.85	11	0	68
2025.06.12	12:44:00	1524.98	1525.10	1524.85	1524.86	5	0	68
2025.06.12	12:45:00	1524.98	1525.11	1524.86	1524.98	10	0	68
2025.06.12	12:46:00	1524.86	1524.86	1524.86	1524.86	1	0	68
2025.06.12	12:47:00	1524.99	1525.37	1524.87	1525.37	8	0	68
2025.06.12	12:48:00	1525.24	1525.37	1525.24	1525.25	4	0	68
2025.06.12	12:49:00	1525.01	1525.39	1525.01	1525.39	4	0	68
2025.06.12	12:50:00	1525.26	1525.26	1524.77	1524.77	5	0	68
2025.06.12	12:51:00	1524.90	1524.91	1524.65	1524.91	4	0	68
2025.06.12	12:52:00	1525.03	1525.05	1524.79	1525.05	6	0	68
2025.06.12	12:53:00	1524.93	1525.20	1524.93	1524.94	5	0	68
2025.06.12	12:54:00	1525.06	1525.44	1524.94	1525.31	6	0	68
2025.06.12	12:55:00	1525.44	1525.56	1525.19	1525.19	8	0	68
2025.06.12	12:56:00	1524.94	1525.07	1524.94	1524.94	7	0	68
2025.06.12	12:57:00	1524.82	1524.94	1524.82	1524.94	2	0	68
2025.06.12	12:58:00	1524.82	1525.19	1524.82	1525.19	9	0	68
2025.06.12	12:59:00	1525.06	1525.19	1525.06	1525.18	5	0	68
2025.06.12	13:00:00	1525.06	1525.06	1524.45	1524.45	12	0	68
2025.06.12	13:01:00	1524.58	1524.58	1524.58	1524.58	1	0	68
2025.06.12	13:02:00	1524.70	1524.95	1524.45	1524.45	8	0	68
2025.06.12	13:03:00	1524.20	1524.69	1524.20	1524.69	6	0	68
2025.06.12	13:04:00	1524.44	1524.69	1524.31	1524.31	5	0	68
2025.06.12	13:05:00	1524.44	1524.56	1524.31	1524.56	7	0	68
2025.06.12	13:06:00	1524.68	1524.80	1524.56	1524.67	5	0	68
2025.06.12	13:07:00	1524.55	1524.55	1524.55	1524.55	1	0	68
2025.06.12	13:08:00	1524.66	1524.79	1524.54	1524.66	5	0	68
2025.06.12	13:09:00	1524.78	1524.78	1524.53	1524.65	5	0	68
2025.06.12	13:10:00	1524.40	1524.40	1523.91	1524.03	10	0	68
2025.06.12	13:11:00	1523.91	1524.65	1523.91	1524.52	7	0	68
2025.06.12	13:14:00	1524.16	1524.38	1524.01	1524.38	8	0	68
2025.06.12	13:15:00	1524.26	1524.50	1524.26	1524.50	3	0	68
2025.06.12	13:16:00	1524.25	1524.37	1524.24	1524.37	4	0	68
2025.06.12	13:17:00	1524.24	1524.24	1523.99	1524.11	5	0	68
2025.06.12	13:18:00	1524.36	1524.36	1524.11	1524.11	5	0	68
2025.06.12	13:19:00	1524.36	1524.72	1524.36	1524.59	5	0	68
2025.06.12	13:20:00	1524.34	1524.34	1524.21	1524.21	2	0	68
2025.06.12	13:21:00	1524.33	1524.45	1524.20	1524.33	5	0	68
2025.06.12	13:22:00	1524.45	1524.46	1524.33	1524.45	4	0	68
2025.06.12	13:23:00	1524.32	1524.32	1524.20	1524.20	2	0	68
2025.06.12	13:24:00	1524.08	1524.08	1522.97	1523.10	10	0	68
2025.06.12	13:25:00	1522.85	1523.10	1522.85	1522.86	7	0	68
2025.06.12	13:26:00	1522.98	1523.25	1522.98	1523.00	6	0	68
2025.06.12	13:27:00	1522.88	1523.10	1522.60	1522.85	8	0	68
2025.06.12	13:28:00	1522.98	1523.34	1522.97	1523.09	6	0	68
2025.06.12	13:29:00	1522.97	1523.47	1522.97	1523.47	10	0	68
2025.06.12	13:30:00	1523.59	1523.97	1523.47	1523.84	9	0	68
2025.06.12	13:31:00	1524.09	1524.09	1523.59	1523.84	8	0	68
2025.06.12	13:32:00	1523.97	1523.97	1523.84	1523.96	3	0	68
2025.06.12	13:33:00	1523.98	1523.98	1523.96	1523.96	2	0	68
2025.06.12	13:34:00	1524.08	1524.21	1523.96	1524.08	4	0	68
2025.06.12	13:35:00	1524.21	1524.45	1524.08	1524.45	6	0	68
2025.06.12	13:36:00	1524.57	1524.69	1524.45	1524.69	6	0	68
2025.06.12	13:37:00	1524.81	1524.93	1524.56	1524.68	7	0	68
2025.06.12	13:38:00	1524.81	1524.81	1524.68	1524.80	7	0	68
2025.06.12	13:39:00	1524.93	1525.17	1524.93	1525.17	4	0	68
2025.06.12	13:40:00	1525.41	1525.53	1525.41	1525.53	2	0	68
2025.06.12	13:41:00	1525.52	1525.52	1525.40	1525.40	2	0	68
2025.06.12	13:42:00	1525.52	1525.52	1525.52	1525.52	1	0	68
2025.06.12	13:43:00	1525.65	1525.65	1525.40	1525.41	10	0	68
2025.06.12	13:44:00	1525.28	1525.41	1525.16	1525.41	3	0	68
2025.06.12	13:45:00	1525.41	1525.67	1525.41	1525.54	5	0	68
2025.06.12	13:46:00	1525.67	1525.67	1525.54	1525.54	4	0	68
2025.06.12	13:47:00	1525.42	1525.42	1525.29	1525.42	5	0	68
2025.06.12	13:48:00	1525.29	1525.29	1525.29	1525.29	1	0	68
2025.06.12	13:49:00	1525.41	1525.41	1525.28	1525.28	2	0	68
2025.06.12	13:50:00	1525.27	1525.40	1525.15	1525.27	5	0	68
2025.06.12	13:51:00	1525.26	1525.26	1525.26	1525.26	1	0	68
2025.06.12	13:52:00	1525.38	1525.62	1525.25	1525.61	13	0	68
2025.06.12	13:53:00	1525.49	1525.61	1525.48	1525.60	5	0	68
2025.06.12	13:54:00	1525.48	1525.73	1525.36	1525.60	6	0	68
2025.06.12	13:55:00	1525.73	1525.85	1525.60	1525.73	7	0	68
2025.06.12	13:56:00	1525.60	1525.60	1525.23	1525.49	10	0	68
2025.06.12	13:57:00	1525.37	1525.49	1525.24	1525.24	6	0	68
2025.06.12	13:58:00	1525.11	1525.24	1524.99	1525.24	6	0	68
2025.06.12	13:59:00	1525.11	1525.12	1524.99	1525.12	3	0	68
2025.06.12	14:00:00	1524.99	1525.25	1524.99	1525.12	4	0	68
2025.06.12	14:01:00	1525.25	1525.49	1525.25	1525.49	5	0	68
2025.06.12	14:02:00	1525.61	1525.61	1524.99	1524.99	7	0	68
