datetime,open,high,low,close,tickvol
2025-09-16 14:00:00,2640.75,2644.0,2633.25,2635.25,1045
2025-09-16 16:00:00,2635.0,2637.0,2621.75,2624.0,2552
2025-09-17 10:00:00,2623.0,2628.75,2619.5,2625.0,3433
2025-09-17 12:00:00,2625.0,2627.25,2620.25,2622.75,2000
2025-09-17 14:00:00,2622.5,2628.5,2620.75,2627.5,1687
2025-09-17 16:00:00,2627.25,2633.25,2623.25,2625.75,1717
2025-09-18 10:00:00,2629.25,2643.5,2629.25,2641.25,3219
2025-09-18 12:00:00,2641.25,2643.25,2633.5,2633.75,2222
2025-09-18 14:00:00,2633.5,2645.0,2633.25,2639.5,2752
2025-09-18 16:00:00,2639.25,2643.25,2634.5,2643.0,2543
2025-09-19 10:00:00,2640.75,2660.25,2631.5,2653.75,3978
2025-09-19 12:00:00,2653.75,2657.5,2647.75,2651.5,2825
2025-09-19 14:00:00,2651.5,2659.75,2649.25,2657.75,1828
2025-09-19 16:00:00,2658.0,2660.75,2648.9,2654.0,2063
2025-09-22 10:00:00,2650.75,2654.0,2637.88,2648.0,4782
2025-09-22 12:00:00,2648.25,2649.75,2636.0,2643.75,2923
2025-09-22 14:00:00,2643.63,2647.5,2641.0,2643.38,1757
2025-09-22 16:00:00,2643.25,2645.5,2642.0,2642.75,675
2025-09-23 10:00:00,2651.67,2672.17,2648.55,2669.92,4491
2025-09-23 12:00:00,2670.17,2674.42,2663.17,2664.92,2299
2025-09-23 14:00:00,2664.67,2670.92,2662.92,2670.17,1898
2025-09-23 16:00:00,2670.3,2676.42,2668.17,2674.55,1909
2025-09-24 10:00:00,2663.22,2665.22,2651.59,2656.34,3942
2025-09-24 12:00:00,2656.09,2660.09,2652.84,2654.22,1812
2025-09-24 14:00:00,2653.97,2654.09,2642.59,2644.34,2297
2025-09-24 16:00:00,2644.22,2649.09,2641.09,2645.34,2579
2025-09-25 10:00:00,2645.64,2647.76,2622.01,2631.01,5395
2025-09-25 12:00:00,2631.14,2634.39,2625.64,2631.76,2907
2025-09-25 14:00:00,2631.39,2632.64,2617.51,2620.26,2944
2025-09-25 16:00:00,2620.01,2626.76,2617.51,2623.26,2888
2025-09-26 10:00:00,2634.63,2639.63,2627.51,2628.01,4096
2025-09-26 12:00:00,2627.76,2634.76,2625.13,2632.26,2240
2025-09-26 14:00:00,2632.13,2649.88,2631.88,2648.13,2049
2025-09-26 16:00:00,2648.26,2650.76,2641.51,2642.88,2301
2025-09-29 10:00:00,2656.41,2659.28,2646.66,2656.78,4415
2025-09-29 12:00:00,2657.03,2661.78,2652.28,2653.41,1777
2025-09-29 14:00:00,2653.53,2655.28,2647.78,2648.78,1594
2025-09-29 16:00:00,2648.53,2650.03,2644.28,2647.03,1890
2025-09-30 10:00:00,2648.33,2651.58,2639.45,2646.45,4567
2025-09-30 12:00:00,2646.58,2658.2,2645.7,2657.83,1768
2025-09-30 14:00:00,2657.95,2660.2,2654.2,2658.95,1739
2025-09-30 16:00:00,2659.08,2661.45,2648.95,2653.95,2408
2025-10-01 10:00:00,2656.89,2666.52,2648.52,2664.52,4122
2025-10-01 12:00:00,2664.64,2674.89,2663.27,2673.39,2202
2025-10-01 14:00:00,2673.64,2675.52,2666.89,2667.89,2041
2025-10-01 16:00:00,2668.14,2677.14,2665.89,2676.39,2120
2025-10-02 10:00:00,2695.76,2714.76,2694.01,2712.76,5702
2025-10-02 12:00:00,2712.39,2712.64,2706.39,2707.51,2729
2025-10-02 14:00:00,2707.26,2715.26,2704.01,2709.01,2045
2025-10-02 16:00:00,2709.14,2712.89,2705.76,2706.01,2265
2025-10-03 10:00:00,2718.01,2724.88,2717.01,2719.88,3999
2025-10-03 12:00:00,2720.01,2729.13,2719.38,2725.38,1678
2025-10-03 14:00:00,2725.13,2725.63,2716.63,2720.51,1866
2025-10-03 16:00:00,2720.38,2725.51,2718.88,2722.51,1628
2025-10-06 10:00:00,2724.84,2734.47,2719.34,2728.84,5533
2025-10-06 12:00:00,2728.72,2743.59,2728.47,2743.47,1944
2025-10-06 14:00:00,2743.59,2750.09,2741.84,2748.59,2183
2025-10-06 16:00:00,2748.47,2751.47,2740.09,2743.34,2143
2025-10-07 10:00:00,2738.84,2739.97,2720.09,2726.72,4031
2025-10-07 12:00:00,2726.84,2735.09,2726.59,2733.09,1645
2025-10-07 14:00:00,2733.34,2734.34,2727.09,2731.59,1505
2025-10-07 16:00:00,2731.84,2736.59,2728.59,2729.34,1516
2025-10-08 10:00:00,2725.75,2741.25,2722.88,2731.0,4772
2025-10-08 12:00:00,2730.75,2737.75,2727.75,2736.25,2147
2025-10-08 14:00:00,2736.0,2737.0,2722.13,2725.0,2492
2025-10-08 16:00:00,2725.13,2735.13,2725.0,2734.25,1865
2025-10-09 10:00:00,2740.99,2748.86,2735.36,2736.11,4476
2025-10-09 12:00:00,2735.99,2736.36,2731.36,2734.74,2319
2025-10-09 14:00:00,2734.36,2739.11,2732.61,2734.86,1895
2025-10-09 16:00:00,2734.61,2736.86,2727.49,2734.11,2068
2025-10-10 10:00:00,2730.56,2741.81,2730.44,2740.19,3772
2025-10-10 12:00:00,2740.06,2744.81,2733.56,2743.69,2101
2025-10-10 14:00:00,2743.56,2745.06,2737.81,2740.81,1464
2025-10-10 16:00:00,2745.56,2747.56,2742.06,2743.56,1446
2025-10-13 10:00:00,2719.42,2723.04,2703.29,2710.54,5083
2025-10-13 12:00:00,2710.42,2711.92,2703.79,2704.04,2331
2025-10-13 14:00:00,2704.29,2707.04,2696.29,2700.17,3244
2025-10-13 16:00:00,2700.29,2707.04,2697.04,2703.42,2942
2025-10-14 10:00:00,2697.28,2711.28,2692.16,2710.28,6861
2025-10-14 12:00:00,2710.41,2714.28,2692.78,2696.28,3450
2025-10-14 14:00:00,2696.53,2704.41,2694.41,2701.53,3425
2025-10-14 16:00:00,2701.41,2714.91,2701.28,2714.78,3968
2025-10-15 10:00:00,2742.35,2746.22,2736.22,2738.97,5634
2025-10-15 12:00:00,2738.47,2745.85,2738.35,2739.47,2724
2025-10-15 14:00:00,2739.6,2743.97,2733.47,2737.85,2636
2025-10-15 16:00:00,2737.97,2738.97,2728.97,2737.72,3345
2025-10-16 10:00:00,2741.97,2743.22,2726.84,2735.84,6350
2025-10-16 12:00:00,2735.72,2745.09,2735.09,2742.59,3073
2025-10-16 14:00:00,2742.47,2745.84,2737.22,2740.72,2524
2025-10-16 16:00:00,2740.84,2740.84,2726.47,2730.72,3377
2025-10-17 10:00:00,2705.6,2705.97,2681.47,2681.47,8795
2025-10-17 12:00:00,2681.35,2697.85,2680.72,2696.6,4904
2025-10-17 14:00:00,2696.72,2713.72,2694.97,2707.35,5422
2025-10-17 16:00:00,2707.47,2717.97,2703.72,2714.72,4213
2025-10-20 10:00:00,2717.58,2724.33,2711.08,2713.58,4440
2025-10-20 12:00:00,2712.96,2727.08,2705.96,2721.58,3864
2025-10-20 14:00:00,2721.33,2729.46,2719.08,2727.33,2012
2025-10-20 16:00:00,2727.21,2736.71,2726.71,2735.58,1963
2025-10-21 10:00:00,2739.32,2743.19,2732.94,2736.44,3916
2025-10-21 12:00:00,2736.69,2738.19,2733.94,2737.94,1754
2025-10-21 14:00:00,2737.69,2740.82,2734.44,2735.44,1547
2025-10-21 16:00:00,2735.69,2737.94,2729.19,2734.69,2135
2025-10-22 10:00:00,2748.3,2755.3,2741.8,2745.55,4598
2025-10-22 12:00:00,2745.42,2755.92,2743.67,2748.55,2664
2025-10-22 14:00:00,2748.67,2754.05,2746.67,2752.17,2019
2025-10-22 16:00:00,2752.3,2753.67,2747.17,2750.67,2140
2025-10-23 10:00:00,2750.37,2755.62,2740.99,2743.99,5644
2025-10-23 12:00:00,2743.74,2753.99,2741.74,2749.49,4419
2025-10-23 14:00:00,2749.37,2755.99,2741.74,2750.49,3145
2025-10-23 16:00:00,2750.12,2756.74,2746.74,2752.24,2640
2025-10-24 10:00:00,2771.06,2780.31,2761.93,2768.93,4359
2025-10-24 12:00:00,2768.68,2777.56,2768.06,2773.18,2180
2025-10-24 14:00:00,2772.93,2780.18,2767.68,2777.93,2498
2025-10-24 16:00:00,2778.06,2784.93,2777.68,2783.43,2155
2025-10-27 10:00:00,2794.63,2796.63,2786.25,2791.63,3250
2025-10-27 12:00:00,2791.75,2794.25,2790.25,2791.25,1396
2025-10-27 14:00:00,2791.38,2794.5,2790.25,2794.5,1795
2025-10-27 16:00:00,2794.75,2802.25,2794.75,2798.75,1072
2025-10-28 10:00:00,2788.85,2791.23,2779.35,2779.35,3258
2025-10-28 12:00:00,2779.73,2784.1,2779.1,2780.73,1545
2025-10-28 14:00:00,2780.6,2789.1,2777.35,2784.98,2094
2025-10-28 16:00:00,2785.1,2786.85,2780.73,2783.85,1539
2025-10-29 10:00:00,2782.86,2788.48,2774.73,2778.48,3806
2025-10-29 12:00:00,2778.23,2786.3,2776.48,2782.7,8057
2025-10-29 14:00:00,2782.78,2783.63,2774.53,2777.08,13556
2025-10-29 16:00:00,2777.03,2780.53,2773.78,2779.45,13708
2025-10-30 10:00:00,2780.85,2781.9,2771.48,2775.95,21270
2025-10-30 12:00:00,2776.03,2783.28,2775.28,2779.78,13408
2025-10-30 14:00:00,2779.8,2785.28,2775.28,2783.0,19517
2025-10-30 16:00:00,2783.03,2783.63,2775.4,2780.9,20525
2025-10-31 10:00:00,2778.88,2780.4,2762.78,2766.88,20081
2025-10-31 12:00:00,2766.9,2773.15,2764.53,2771.4,13763
2025-11-03 10:00:00,2758.1,2775.9,2752.53,2772.3,18688
2025-11-03 12:00:00,2772.28,2776.15,2766.93,2771.78,11090
2025-11-03 14:00:00,2771.78,2772.9,2761.78,2762.08,10459
2025-11-03 16:00:00,2762.03,2766.28,2756.03,2760.88,13264
2025-11-04 10:00:00,2729.38,2730.9,2711.28,2712.1,23292
