datetime,open,high,low,close,tickvol
2025-05-22 14:00:00,1468.86,1469.38,1468.09,1468.34,134
2025-05-22 16:00:00,1468.47,1468.73,1468.21,1468.49,65
2025-05-23 10:00:00,1475.03,1480.77,1474.91,1476.26,664
2025-05-23 12:00:00,1476.26,1477.7,1473.45,1477.7,501
2025-05-23 14:00:00,1477.57,1480.74,1450.06,1461.88,1558
2025-05-23 16:00:00,1461.88,1462.01,1458.21,1458.21,91
2025-05-26 10:00:00,1483.3,1487.06,1482.31,1486.27,480
2025-05-26 12:00:00,1486.27,1486.46,1483.45,1483.76,372
2025-05-26 14:00:00,1483.63,1484.45,1482.29,1484.45,273
2025-05-26 16:00:00,1484.45,1485.19,1484.45,1484.78,14
2025-05-27 10:00:00,1488.2,1495.77,1488.2,1493.79,306
2025-05-27 12:00:00,1493.8,1498.7,1493.44,1497.62,344
2025-05-27 14:00:00,1497.62,1497.62,1494.73,1496.65,349
2025-05-27 16:00:00,1496.77,1497.63,1495.64,1497.5,70
2025-05-28 10:00:00,1501.83,1505.44,1493.28,1493.28,569
2025-05-28 12:00:00,1493.28,1493.28,1488.97,1491.84,406
2025-05-28 14:00:00,1491.84,1491.96,1488.38,1489.27,292
2025-05-28 16:00:00,1489.15,1491.31,1489.04,1491.3,39
2025-05-30 10:00:00,1485.83,1495.95,1485.08,1492.42,543
2025-05-30 12:00:00,1492.42,1493.44,1490.41,1491.67,324
2025-05-30 14:00:00,1491.79,1493.06,1484.64,1489.78,487
2025-05-30 16:00:00,1489.77,1491.03,1489.14,1491.03,55
2025-06-02 10:00:00,1487.23,1490.1,1480.12,1488.78,986
2025-06-02 12:00:00,1488.79,1491.79,1486.31,1491.78,370
2025-06-02 14:00:00,1491.78,1497.14,1491.12,1495.52,364
2025-06-02 16:00:00,1495.52,1496.15,1494.77,1495.66,46
2025-06-03 10:00:00,1495.43,1499.04,1490.02,1491.96,625
2025-06-03 12:00:00,1491.96,1495.16,1491.6,1493.22,335
2025-06-03 14:00:00,1493.22,1493.51,1490.34,1491.57,291
2025-06-03 16:00:00,1491.69,1492.92,1490.9,1490.9,56
2025-06-04 10:00:00,1491.81,1501.7,1489.32,1499.09,584
2025-06-04 12:00:00,1499.34,1502.12,1494.73,1497.77,347
2025-06-04 14:00:00,1497.77,1499.75,1497.2,1497.39,315
2025-06-04 16:00:00,1497.39,1497.88,1497.13,1497.38,41
2025-06-05 10:00:00,1496.75,1509.17,1496.5,1509.17,593
2025-06-05 12:00:00,1509.05,1511.01,1508.0,1508.75,336
2025-06-05 14:00:00,1508.75,1513.47,1507.16,1511.84,367
2025-06-05 16:00:00,1511.84,1512.09,1510.14,1510.27,51
2025-06-06 10:00:00,1508.67,1511.17,1504.08,1506.43,596
2025-06-06 12:00:00,1506.43,1508.62,1506.07,1506.11,318
2025-06-06 14:00:00,1506.11,1508.19,1504.55,1507.19,398
2025-06-06 16:00:00,1507.19,1507.68,1506.44,1507.2,44
2025-06-10 10:00:00,1511.58,1520.32,1509.17,1514.84,677
2025-06-10 12:00:00,1514.84,1516.83,1512.59,1516.83,349
2025-06-10 14:00:00,1516.83,1517.83,1516.05,1516.98,352
2025-06-10 16:00:00,1517.11,1517.42,1516.8,1517.42,49
2025-06-11 10:00:00,1521.14,1530.21,1517.15,1526.39,623
2025-06-11 12:00:00,1526.39,1526.9,1523.4,1526.63,384
2025-06-11 14:00:00,1526.63,1530.94,1526.13,1529.88,406
2025-06-11 16:00:00,1530.0,1530.63,1529.49,1529.64,46
2025-06-12 10:00:00,1533.31,1536.31,1523.37,1525.87,554
2025-06-12 12:00:00,1525.87,1528.02,1522.6,1525.12,598
2025-06-12 14:00:00,1524.99,1531.25,1524.54,1531.13,590
2025-06-12 16:00:00,1531.0,1531.73,1530.5,1531.14,101
2025-06-13 10:00:00,1549.13,1550.02,1541.09,1542.23,2021
2025-06-13 12:00:00,1542.11,1549.72,1542.01,1548.98,1104
2025-06-13 14:00:00,1548.85,1552.57,1546.71,1552.32,830
2025-06-13 16:00:00,1552.07,1552.71,1551.7,1552.23,101
2025-06-16 10:00:00,1557.06,1561.98,1554.12,1556.31,1391
2025-06-16 12:00:00,1556.44,1560.14,1555.94,1558.17,658
2025-06-16 14:00:00,1558.42,1561.6,1553.26,1556.88,727
2025-06-16 16:00:00,1557.0,1558.24,1556.75,1557.75,118
2025-06-17 10:00:00,1551.18,1557.77,1546.32,1557.07,1346
2025-06-17 12:00:00,1557.2,1559.25,1555.45,1558.69,663
2025-06-17 14:00:00,1558.56,1559.51,1555.63,1557.55,541
2025-06-17 16:00:00,1557.55,1557.89,1556.19,1557.89,96
2025-06-18 10:00:00,1559.52,1563.99,1557.04,1561.95,1109
2025-06-18 12:00:00,1561.83,1562.71,1558.81,1559.99,708
2025-06-18 14:00:00,1559.87,1561.82,1559.02,1561.18,547
2025-06-18 16:00:00,1561.06,1561.75,1561.0,1561.0,73
2025-06-19 10:00:00,1562.53,1566.18,1559.52,1566.18,560
2025-06-19 12:00:00,1566.18,1568.3,1564.39,1567.16,332
2025-06-19 14:00:00,1567.53,1567.77,1562.97,1565.13,308
2025-06-19 16:00:00,1565.14,1566.07,1564.05,1564.11,55
2025-06-20 10:00:00,1562.41,1570.41,1558.43,1564.87,1045
2025-06-20 12:00:00,1564.75,1574.15,1564.63,1568.89,714
2025-06-20 14:00:00,1568.89,1570.73,1559.36,1561.1,928
2025-06-20 16:00:00,1561.23,1562.35,1560.5,1562.35,123
2025-06-23 10:00:00,1575.57,1575.57,1559.5,1562.62,1107
2025-06-23 12:00:00,1562.63,1562.7,1556.85,1562.05,746
2025-06-23 14:00:00,1562.17,1563.02,1557.72,1560.26,610
2025-06-23 16:00:00,1560.26,1561.1,1560.09,1560.4,117
2025-06-24 10:00:00,1519.2,1535.61,1518.2,1534.72,1520
2025-06-24 12:00:00,1534.6,1542.07,1534.45,1540.57,578
2025-06-24 14:00:00,1540.7,1541.49,1532.77,1532.77,566
2025-06-24 16:00:00,1532.77,1533.78,1531.5,1531.85,78
2025-06-25 10:00:00,1519.53,1525.85,1517.62,1524.21,1080
2025-06-25 12:00:00,1524.21,1524.34,1515.26,1515.76,531
2025-06-25 14:00:00,1515.76,1516.08,1513.49,1514.9,541
2025-06-25 16:00:00,1515.03,1515.03,1512.78,1513.25,79
2025-06-26 10:00:00,1514.26,1518.13,1513.57,1515.78,825
2025-06-26 12:00:00,1515.9,1521.01,1515.83,1520.58,408
2025-06-26 14:00:00,1520.58,1520.71,1515.05,1515.32,317
2025-06-26 16:00:00,1515.33,1516.33,1515.2,1515.69,33
2025-06-27 10:00:00,1524.48,1529.48,1518.62,1528.16,610
2025-06-27 12:00:00,1528.29,1529.57,1526.84,1529.26,396
2025-06-27 14:00:00,1529.26,1530.55,1527.13,1528.05,395
2025-06-27 16:00:00,1528.05,1528.49,1527.86,1527.86,35
2025-06-30 10:00:00,1532.42,1534.17,1530.07,1530.14,501
